"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M","X"
"860Z200US60548","ZCTA5 60548","4354","228","2.8","2.7","1.4","0.8","6.9","2.8","6.5","2.3","11.1","3.6","15.1","3.5","16.7","3.6","22.4","3.9","11.0","3.0","6.0","2.5","82607","6540","96632","7544","35.4","(X)","(X)","(X)","(X)","(X)","3011","259","3.4","2.0","0.5","0.7","3.3","2.7","5.6","2.9","11.3","4.4","15.5","4.4","12.5","3.1","26.4","5.0","14.0","4.2","7.4","3.5","95518","12267","107671","9498","(X)","(X)","38.8","(X)","(X)","(X)","2283","257","1.8","1.7","0.0","1.5","3.0","3.2","3.2","2.2","9.3","5.1","14.7","4.8","12.3","3.5","28.4","5.4","17.7","5.3","9.6","4.7","104080","7716","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1343","217","4.9","7.2","3.3","2.0","15.0","7.1","12.9","5.3","11.5","4.7","18.2","7.5","16.6","8.9","11.8","6.4","5.7","4.7","0.0","2.6","53194","9898","61709","9507","(X)","(X)","(X)","(X)","26.7","(X)",NA
"860Z200US60550","ZCTA5 60550","512","103","3.5","2.7","3.3","2.2","5.5","3.3","8.6","4.9","10.4","5.3","14.3","5.8","30.1","11.9","15.4","5.4","3.9","2.4","5.1","3.6","75943","3185","82621","8822","39.5","(X)","(X)","(X)","(X)","(X)","295","61","1.7","2.1","0.0","11.2","0.0","11.2","2.7","4.2","9.8","6.4","21.7","8.5","25.8","12.0","23.7","9.1","5.8","3.8","8.8","6.0","97844","12294","104926","11612","(X)","(X)","43.4","(X)","(X)","(X)","246","57","1.2","1.9","0.0","13.2","0.0","13.2","3.3","5.1","8.1","6.2","15.9","8.0","26.8","14.2","27.2","10.6","6.9","4.7","10.6","7.3","99188","8378","N","N","(X)","(X)","(X)","(X)","(X)","(X)","217","85","6.0","5.8","7.8","5.4","12.9","8.7","16.6","10.8","11.1","7.3","9.2","6.4","30.9","23.6","4.1","3.6","1.4","2.0","0.0","14.9","45125","40907","51202","9467","(X)","(X)","(X)","(X)","34.1","(X)",NA
"860Z200US60551","ZCTA5 60551","1409","155","3.6","2.6","1.0","1.4","5.5","3.0","6.2","2.8","10.6","5.3","16.3","6.8","14.8","6.6","18.9","6.1","14.8","6.6","8.2","3.4","82277","15867","100971","9652","30.4","(X)","(X)","(X)","(X)","(X)","1012","135","0.0","3.4","1.3","1.9","6.0","4.5","5.1","3.5","7.4","4.8","14.3","6.3","13.7","5.0","25.6","8.7","18.7","8.6","7.8","3.4","100709","6360","110928","9324","(X)","(X)","31.2","(X)","(X)","(X)","820","122","0.0","4.2","0.0","4.2","0.9","1.6","3.7","4.1","9.1","5.8","14.4","7.7","14.6","5.5","24.6","8.0","23.0","10.6","9.6","4.0","108913","13683","N","N","(X)","(X)","(X)","(X)","(X)","(X)","397","131","12.8","8.6","0.8","1.1","4.0","4.4","10.1","7.9","17.6","17.4","22.9","15.1","22.9","18.5","1.0","1.6","2.0","2.7","5.8","6.2","51850","20150","66823","15634","(X)","(X)","(X)","(X)","26.4","(X)",NA
"860Z200US60552","ZCTA5 60552","1668","229","1.8","1.3","2.2","1.3","3.9","2.6","2.2","1.2","6.5","3.8","13.1","4.9","10.2","4.0","31.5","8.0","17.7","8.4","11.0","4.7","120944","10937","129937","17035","30.5","(X)","(X)","(X)","(X)","(X)","1275","185","0.0","2.7","0.0","2.7","2.6","2.5","1.9","1.7","5.6","2.6","10.2","4.6","9.8","4.5","39.2","9.8","17.6","7.3","13.0","5.6","130139","14374","145209","19693","(X)","(X)","29.0","(X)","(X)","(X)","1120","176","0.0","3.1","0.0","3.1","1.3","1.7","0.4","1.3","4.1","2.4","8.6","4.5","10.3","4.9","43.7","10.9","18.2","8.8","13.6","6.0","133629","10621","N","N","(X)","(X)","(X)","(X)","(X)","(X)","393","132","7.6","5.7","9.2","5.5","8.9","7.1","4.6","3.5","12.5","13.4","22.6","15.4","10.7","9.1","3.6","3.9","19.8","23.8","0.5","1.1","52036","22404","71009","27042","(X)","(X)","(X)","(X)","35.4","(X)",NA
"860Z200US60553","ZCTA5 60553","248","57","1.2","1.8","7.3","8.6","7.7","5.6","6.5","4.4","6.9","4.5","13.3","9.2","7.3","4.5","21.4","8.1","21.0","8.8","7.7","4.0","100000","20579","112105","18206","33.1","(X)","(X)","(X)","(X)","(X)","181","52","1.1","1.8","1.7","2.2","1.7","2.4","2.8","2.7","5.5","5.6","15.5","12.5","9.9","5.8","27.1","10.9","26.5","11.8","8.3","5.0","115417","15152","118533","12107","(X)","(X)","27.1","(X)","(X)","(X)","164","53","0.0","19.1","0.0","19.1","1.2","1.9","1.2","1.6","6.1","6.0","15.9","13.6","11.0","6.3","27.4","11.4","28.0","12.5","9.1","5.6","117222","14022","N","N","(X)","(X)","(X)","(X)","(X)","(X)","67","27","4.5","6.4","22.4","28.1","23.9","20.5","13.4","14.2","10.4","10.2","7.5","7.0","0.0","37.6","9.0","9.9","3.0","4.5","6.0","6.2","19911","13632","92372","62374","(X)","(X)","(X)","(X)","46.3","(X)",NA
"860Z200US60554","ZCTA5 60554","4523","322","1.9","1.3","4.0","4.5","1.4","1.8","2.9","1.8","10.6","4.8","9.3","3.8","11.7","4.2","21.0","5.3","20.5","7.4","16.7","4.7","117580","14076","149094","19054","33.1","(X)","(X)","(X)","(X)","(X)","3480","232","1.7","1.7","0.0","1.0","0.9","1.6","1.7","1.7","7.3","5.2","9.2","4.0","12.4","5.0","23.2","6.5","23.7","9.1","19.9","5.8","135119","20297","165936","22205","(X)","(X)","34.3","(X)","(X)","(X)","2811","300","1.3","1.5","0.0","1.2","0.0","1.2","1.2","1.5","4.1","3.6","8.4","4.4","13.2","5.9","22.1","7.1","25.7","10.0","24.0","7.2","149609","17338","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1043","361","2.4","4.0","17.4","16.7","3.0","5.5","7.1","4.8","21.7","12.5","11.7","7.8","9.4","5.8","15.2","8.2","7.5","5.2","4.6","4.8","49301","19439","86579","32469","(X)","(X)","(X)","(X)","27.4","(X)",NA
"860Z200US60555","ZCTA5 60555","5681","251","3.7","2.0","2.6","2.3","3.7","1.4","3.9","1.9","6.5","2.1","16.2","3.0","17.4","3.1","21.7","3.3","11.0","2.4","13.4","2.2","95346","5758","114683","6876","37.0","(X)","(X)","(X)","(X)","(X)","3503","210","3.6","2.5","1.5","2.2","2.1","1.3","1.4","1.0","5.0","2.2","14.4","3.8","17.8","4.3","23.2","4.2","12.3","3.2","18.7","3.3","107617","7531","131989","10130","(X)","(X)","38.3","(X)","(X)","(X)","2742","218","1.1","1.2","1.9","2.8","0.8","1.0","0.7","0.8","4.0","2.4","13.5","3.8","14.2","4.9","26.7","5.2","14.3","3.8","22.8","4.3","129038","14005","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2178","301","3.8","3.2","4.4","4.8","6.2","3.0","8.4","4.6","9.4","3.9","19.2","5.8","19.7","6.1","17.6","5.9","7.2","3.7","4.0","2.4","71439","13797","82374","9066","(X)","(X)","(X)","(X)","34.9","(X)",NA
"860Z200US60556","ZCTA5 60556","746","100","2.3","1.5","1.6","2.2","4.0","2.6","11.4","7.7","8.2","3.6","16.1","4.4","12.5","4.9","29.4","7.9","9.7","4.1","5.0","2.2","85417","19257","96095","9879","27.7","(X)","(X)","(X)","(X)","(X)","519","82","1.2","1.0","1.9","2.3","0.6","0.8","5.0","4.9","9.1","4.8","17.0","6.4","15.4","6.7","30.4","8.9","14.1","6.0","5.4","2.9","99875","14658","110058","10650","(X)","(X)","24.3","(X)","(X)","(X)","468","79","1.3","1.1","1.3","2.3","0.6","0.8","5.6","5.4","8.1","5.1","16.2","6.5","16.0","7.3","31.6","9.8","13.9","6.4","5.3","3.2","102885","14935","N","N","(X)","(X)","(X)","(X)","(X)","(X)","227","70","5.3","4.1","2.2","3.9","11.9","8.0","26.0","20.8","6.2","4.7","14.1","6.1","4.8","4.9","27.3","16.9","0.0","14.3","2.2","3.0","47813","27623","61334","14256","(X)","(X)","(X)","(X)","30.0","(X)",NA
"860Z200US60558","ZCTA5 60558","4521","151","1.0","0.7","0.2","0.3","1.9","1.2","1.0","0.7","3.3","2.6","6.2","2.6","7.4","2.4","13.9","3.4","15.5","3.3","49.7","5.3","198836","23193","276402","33177","31.8","(X)","(X)","(X)","(X)","(X)","3870","163","0.7","0.6","0.0","0.9","1.2","1.3","0.4","0.4","2.3","2.8","5.3","2.9","5.2","1.7","13.3","3.5","16.3","3.8","55.4","5.7","225240","21309","299006","36463","(X)","(X)","32.0","(X)","(X)","(X)","3568","168","0.1","0.2","0.0","1.0","0.6","1.1","0.3","0.3","0.6","0.6","5.2","3.0","4.6","1.8","12.6","3.6","16.9","4.0","59.2","6.0","235507","19323","N","N","(X)","(X)","(X)","(X)","(X)","(X)","651","172","2.6","3.0","1.2","2.0","6.1","5.4","4.1","4.0","9.2","7.4","11.5","5.5","20.7","12.0","17.5","10.3","10.9","8.5","16.0","12.9","93150","18041","141753","60606","(X)","(X)","(X)","(X)","30.4","(X)",NA
"860Z200US60559","ZCTA5 60559","10031","402","4.8","1.3","2.5","1.1","3.9","1.3","6.4","1.9","8.7","1.8","15.7","2.2","14.6","2.5","18.6","2.8","9.7","2.0","15.0","2.4","88290","4963","119590","8231","33.9","(X)","(X)","(X)","(X)","(X)","6482","318","2.0","1.3","1.8","1.4","2.5","1.3","4.3","2.1","6.9","1.8","13.3","3.1","11.6","2.5","23.3","4.3","13.5","2.9","20.7","3.6","119132","7648","148014","12474","(X)","(X)","35.8","(X)","(X)","(X)","4949","316","1.2","1.1","2.0","1.7","1.2","1.1","3.1","1.9","5.5","2.1","9.8","3.1","9.2","2.8","25.2","4.7","17.3","3.5","25.6","4.6","137196","11665","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3549","412","10.1","3.1","3.8","2.0","6.8","3.3","10.6","3.6","12.8","3.6","22.3","4.8","18.9","4.6","9.8","3.4","3.1","1.7","1.9","1.0","55546","3997","62758","4085","(X)","(X)","(X)","(X)","29.8","(X)",NA
"860Z200US60560","ZCTA5 60560","9232","367","0.6","0.6","0.5","0.6","5.8","2.6","1.9","1.4","5.4","2.8","14.6","4.0","11.6","3.3","28.6","5.1","10.6","3.0","20.4","4.4","106543","11778","129236","9059","30.9","(X)","(X)","(X)","(X)","(X)","7064","402","1.4","1.5","0.0","0.5","0.6","0.6","0.3","0.7","6.4","3.9","12.5","4.3","11.2","3.2","31.8","5.6","11.0","3.5","24.8","5.9","117008","3517","142720","11803","(X)","(X)","29.1","(X)","(X)","(X)","5856","480","0.3","0.6","0.0","0.6","0.5","0.5","0.1","0.2","2.7","2.1","10.7","4.0","11.8","3.6","32.0","7.3","12.3","4.0","29.4","7.6","121168","24079","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2168","384","1.2","1.2","2.3","2.4","19.9","9.8","7.1","5.1","7.1","5.6","21.3","9.0","11.4","6.8","16.4","8.7","7.9","6.0","5.3","4.9","62439","8682","80135","15540","(X)","(X)","(X)","(X)","36.0","(X)",NA
"860Z200US60561","ZCTA5 60561","9343","432","1.6","0.7","1.1","0.7","2.8","1.0","4.8","1.6","9.1","2.2","13.5","2.4","12.0","2.6","23.7","3.9","12.7","2.8","18.6","3.0","110061","7306","137042","9516","33.5","(X)","(X)","(X)","(X)","(X)","6679","284","1.3","0.9","0.1","0.2","2.0","1.4","1.3","0.9","7.6","2.5","11.4","2.9","13.9","3.7","22.1","4.3","15.6","3.8","24.6","4.0","124089","11556","156922","11888","(X)","(X)","35.6","(X)","(X)","(X)","5187","310","1.3","0.9","0.2","0.3","0.7","0.5","0.3","0.4","6.6","2.5","8.9","2.3","13.0","4.2","23.6","4.6","17.2","4.0","28.2","4.6","138919","11838","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2664","403","3.1","1.7","3.7","2.2","7.9","3.3","12.9","5.2","13.7","4.4","18.5","4.4","8.7","3.4","24.7","6.4","4.1","2.6","2.7","1.8","59286","8082","80175","10408","(X)","(X)","(X)","(X)","27.9","(X)",NA
"860Z200US60563","ZCTA5 60563","15830","717","4.4","1.2","2.6","1.3","3.7","1.2","2.9","0.9","8.0","2.1","12.0","2.4","12.8","2.2","21.5","2.4","11.4","1.5","20.7","2.0","106328","5697","146610","7691","28.7","(X)","(X)","(X)","(X)","(X)","9431","459","2.8","1.1","2.0","1.6","2.0","1.0","1.0","0.8","4.9","2.0","8.1","2.2","11.1","2.3","25.0","3.3","14.7","2.4","28.4","3.0","134548","6069","179812","10461","(X)","(X)","29.9","(X)","(X)","(X)","7686","458","1.8","0.9","1.9","1.9","1.2","1.0","0.6","0.4","1.5","0.8","7.7","2.5","9.0","2.2","25.8","3.8","17.1","2.9","33.5","3.8","151223","10154","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6399","662","7.4","2.9","3.7","1.9","6.4","2.5","5.9","2.2","12.6","4.6","17.9","4.9","14.9","4.7","16.3","4.3","6.8","2.2","8.0","2.9","64375","11102","94270","12124","(X)","(X)","(X)","(X)","26.1","(X)",NA
"860Z200US60564","ZCTA5 60564","15344","508","2.0","0.9","0.9","0.6","1.5","0.8","2.8","1.5","2.5","0.7","8.2","2.2","6.4","1.4","16.6","2.8","17.4","2.3","41.5","3.1","170630","8870","212754","11635","34.4","(X)","(X)","(X)","(X)","(X)","13133","450","1.3","0.7","0.6","0.4","0.7","0.5","2.3","1.6","2.3","0.8","7.3","2.2","4.9","1.2","17.8","3.3","19.0","2.6","43.9","3.2","181692","11977","225702","13261","(X)","(X)","34.0","(X)","(X)","(X)","11577","513","0.2","0.2","0.6","0.5","0.6","0.5","1.6","1.3","2.0","0.8","6.2","2.3","4.6","1.2","16.6","3.0","20.5","2.8","47.1","3.5","187333","10529","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2211","438","6.5","4.5","2.7","2.8","6.3","4.5","6.1","3.1","5.5","2.3","16.1","7.8","13.3","6.4","17.0","6.1","7.2","4.1","19.3","10.2","82374","14025","123687","24884","(X)","(X)","(X)","(X)","35.0","(X)",NA
"860Z200US60565","ZCTA5 60565","13659","468","1.9","0.8","0.5","0.3","3.6","2.5","2.8","1.1","5.8","1.6","8.6","1.7","8.1","1.5","17.7","2.6","16.2","2.0","34.8","2.5","155179","13435","184694","9678","30.1","(X)","(X)","(X)","(X)","(X)","11163","433","1.0","0.7","0.2","0.2","1.2","0.7","1.6","0.8","4.1","1.4","7.5","1.7","7.7","1.5","17.6","2.6","18.6","2.3","40.5","2.5","174278","9532","203546","9805","(X)","(X)","30.5","(X)","(X)","(X)","9757","416","0.5","0.4","0.2","0.2","0.9","0.7","1.4","0.9","3.0","1.5","6.1","1.7","6.5","1.4","16.7","2.2","20.0","2.4","44.8","2.6","189337","6527","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2496","460","5.6","2.8","1.6","1.3","14.5","11.9","8.3","4.8","14.5","5.7","13.0","4.6","10.1","3.6","18.9","7.8","5.7","4.1","7.7","3.4","61360","20088","96206","21394","(X)","(X)","(X)","(X)","27.4","(X)",NA
"860Z200US60585","ZCTA5 60585","7534","331","0.8","0.7","1.0","0.7","1.0","0.7","2.5","1.6","2.7","1.5","5.9","2.3","13.2","3.8","22.2","4.1","18.6","4.1","32.2","5.0","153026","12988","183335","15196","27.7","(X)","(X)","(X)","(X)","(X)","6616","374","0.3","0.5","1.2","0.8","0.3","0.3","1.2","0.9","2.3","1.5","5.2","2.2","11.6","3.9","23.6","5.1","19.6","4.4","34.7","5.8","158992","10832","193834","17780","(X)","(X)","28.1","(X)","(X)","(X)","5522","412","0.0","0.6","0.4","0.4","0.2","0.2","0.8","0.8","1.6","1.2","2.8","1.8","11.1","4.3","24.3","5.5","20.6","5.2","38.3","6.6","162087","19538","N","N","(X)","(X)","(X)","(X)","(X)","(X)","918","245","5.3","5.3","0.0","3.7","6.1","5.4","11.5","9.6","4.9","4.7","13.3","8.5","22.0","12.0","18.8","9.3","7.1","5.7","10.9","6.7","79537","7959","96728","16987","(X)","(X)","(X)","(X)","21.0","(X)",NA
"860Z200US60586","ZCTA5 60586","13928","451","2.4","1.5","0.3","0.2","2.0","1.0","2.4","1.0","6.4","1.8","10.9","2.2","12.9","2.2","27.1","2.9","18.5","2.6","17.2","2.8","123780","7334","135324","7085","34.2","(X)","(X)","(X)","(X)","(X)","12192","512","2.6","1.7","0.3","0.2","1.8","1.0","2.3","1.1","6.5","2.2","11.5","2.2","11.8","2.0","27.6","3.2","18.2","2.7","17.5","3.1","124952","7144","136405","8011","(X)","(X)","35.6","(X)","(X)","(X)","9693","611","1.0","1.2","0.1","0.1","0.6","0.6","1.5","0.9","5.8","2.5","9.6","2.2","10.8","2.1","29.2","3.7","21.6","3.2","19.9","3.5","136744","5728","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1736","326","3.1","2.9","1.2","1.3","8.5","4.7","3.7","3.0","9.0","4.3","11.5","5.8","20.1","9.6","18.3","7.7","14.3","6.9","10.3","7.2","93000","7276","101248","14333","(X)","(X)","(X)","(X)","20.6","(X)",NA
"860Z200US60601","ZCTA5 60601","9252","767","3.4","2.2","0.0","0.4","2.5","1.6","3.5","3.2","5.1","3.1","7.3","3.3","12.2","5.0","23.3","6.0","12.1","4.5","30.6","7.1","121294","24671","231228","53372","18.0","(X)","(X)","(X)","(X)","(X)","3437","614","1.7","2.8","0.0","1.0","0.0","1.0","2.1","3.3","1.3","2.1","2.2","3.0","11.9","8.1","17.4","9.1","18.2","7.0","45.4","12.3","177120","61577","342519","115101","(X)","(X)","9.2","(X)","(X)","(X)","2950","556","0.0","1.2","0.0","1.2","0.0","1.2","2.4","3.8","0.0","1.2","0.3","0.6","13.8","9.5","19.6","10.1","18.0","7.8","45.8","13.9","180875","73771","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5815","878","4.4","3.2","0.0","0.6","4.0","2.5","4.3","4.8","7.4","4.6","10.4","5.2","12.3","6.4","26.8","8.4","8.6","5.7","21.9","8.2","107080","12633","164139","39213","(X)","(X)","(X)","(X)","22.4","(X)",NA
"860Z200US60602","ZCTA5 60602","468","231","0.0","7.2","3.8","6.5","0.0","7.2","12.4","21.1","14.1","21.9","9.8","15.6","0.0","7.2","3.0","5.9","28.2","29.7","28.6","28.3","167617","153357","149277","65294","29.7","(X)","(X)","(X)","(X)","(X)","332","214","0.0","10.0","0.0","10.0","0.0","10.0","17.5","28.4","18.4","32.0","0.0","10.0","0.0","10.0","0.0","10.0","25.9","38.1","38.3","38.6","-","**","165751","91095","(X)","(X)","37.7","(X)","(X)","(X)","210","173","0.0","15.3","0.0","15.3","0.0","15.3","0.0","15.3","29.0","43.8","0.0","15.3","0.0","15.3","0.0","15.3","10.5","22.9","60.5","47.7","250,000+","***","N","N","(X)","(X)","(X)","(X)","(X)","(X)","136","94","0.0","22.4","13.2","23.1","0.0","22.4","0.0","22.4","3.7","6.8","33.8","41.8","0.0","22.4","10.3","22.5","33.8","34.3","5.1","8.5","-","**","109063","49242","(X)","(X)","(X)","(X)","10.3","(X)",NA
"860Z200US60603","ZCTA5 60603","674","244","12.3","9.3","0.0","5.1","0.0","5.1","0.0","5.1","11.1","11.3","6.4","7.0","5.2","6.6","15.4","11.7","15.6","9.4","34.0","13.6","124888","77032","222209","71144","26.0","(X)","(X)","(X)","(X)","(X)","261","91","0.0","12.5","0.0","12.5","0.0","12.5","0.0","12.5","6.5","10.4","0.0","12.5","3.1","4.3","0.0","12.5","25.7","15.4","64.8","17.9","220923","25633","328290","101142","(X)","(X)","41.4","(X)","(X)","(X)","254","90","0.0","12.8","0.0","12.8","0.0","12.8","0.0","12.8","6.7","10.7","0.0","12.8","3.1","4.4","0.0","12.8","26.4","15.7","63.8","18.3","220714","21080","N","N","(X)","(X)","(X)","(X)","(X)","(X)","413","225","20.1","15.6","0.0","8.1","0.0","8.1","0.0","8.1","14.0","16.5","10.4","11.8","6.5","10.7","25.2","16.4","9.2","10.0","14.5","11.1","87083","47556","152982","62872","(X)","(X)","(X)","(X)","16.2","(X)",NA
"860Z200US60604","ZCTA5 60604","452","112","17.3","10.2","0.0","7.4","0.0","7.4","3.8","6.4","8.0","6.2","15.7","13.7","20.1","16.1","4.4","4.0","0.0","7.4","30.8","13.8","76667","16176","181540","51098","10.4","(X)","(X)","(X)","(X)","(X)","215","93","5.6","8.2","0.0","15.0","0.0","15.0","0.0","15.0","0.0","15.0","24.7","25.8","3.3","5.5","6.0","6.7","0.0","15.0","60.5","22.3","202250","56448","316767","97953","(X)","(X)","14.9","(X)","(X)","(X)","205","93","5.9","8.7","0.0","15.6","0.0","15.6","0.0","15.6","0.0","15.6","25.9","26.7","2.0","3.9","2.9","4.6","0.0","15.6","63.4","23.9","211250","50784","N","N","(X)","(X)","(X)","(X)","(X)","(X)","237","87","27.8","19.0","0.0","13.7","0.0","13.7","7.2","11.6","15.2","11.4","7.6","8.2","35.4","25.3","3.0","4.7","0.0","13.7","3.8","5.0","-","**","58867","19205","(X)","(X)","(X)","(X)","6.3","(X)",NA
"860Z200US60605","ZCTA5 60605","18817","1192","6.7","2.9","1.0","0.7","4.3","2.0","2.6","1.7","5.8","3.0","9.5","3.0","11.3","2.9","21.6","3.8","15.0","3.1","22.2","3.6","116462","12714","151923","11564","24.3","(X)","(X)","(X)","(X)","(X)","5714","653","0.4","0.6","1.2","1.6","1.8","1.3","2.1","2.0","1.1","1.4","7.4","3.7","6.4","2.6","12.7","3.6","22.7","6.4","44.4","7.5","182826","16144","225110","22810","(X)","(X)","24.0","(X)","(X)","(X)","4936","619","0.4","0.7","1.4","1.9","1.3","1.6","2.5","2.3","1.2","1.6","3.5","2.5","5.6","2.2","11.3","4.0","23.8","7.0","49.0","8.4","191455","35767","N","N","(X)","(X)","(X)","(X)","(X)","(X)","13103","1043","9.5","4.2","0.9","0.7","5.3","2.8","2.8","2.1","7.8","4.3","11.1","4.1","13.8","4.0","25.4","5.2","10.8","3.3","12.4","3.9","93992","15418","118788","14110","(X)","(X)","(X)","(X)","24.4","(X)",NA
"860Z200US60606","ZCTA5 60606","2666","617","2.1","1.9","1.3","1.5","3.3","3.8","0.0","1.3","9.6","7.7","3.5","3.0","5.6","4.1","33.3","14.4","14.8","7.6","26.5","9.4","133333","33172","167481","29164","26.3","(X)","(X)","(X)","(X)","(X)","416","154","4.8","7.3","0.0","8.1","2.9","4.9","0.0","8.1","0.0","8.1","0.0","8.1","4.1","6.7","14.9","12.5","24.3","14.2","49.0","16.7","192188","43771","296273","121405","(X)","(X)","27.9","(X)","(X)","(X)","375","142","0.0","8.9","0.0","8.9","3.2","5.4","0.0","8.9","0.0","8.9","0.0","8.9","4.5","7.4","16.5","14.1","21.3","14.4","54.4","16.9","212594","32961","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2250","607","1.6","1.8","1.6","1.8","3.4","4.3","0.0","1.5","11.4","9.2","4.2","3.6","5.9","4.8","36.7","15.6","13.0","8.8","22.4","9.3","117720","27454","143742","21189","(X)","(X)","(X)","(X)","26.0","(X)",NA
"860Z200US60607","ZCTA5 60607","13474","774","7.3","1.9","1.5","0.9","4.5","3.1","4.2","1.6","6.3","1.9","9.6","2.4","9.6","2.8","15.5","3.3","12.8","3.0","28.7","4.3","119500","15908","163371","12584","26.8","(X)","(X)","(X)","(X)","(X)","5021","636","1.6","1.4","0.3","0.3","8.0","7.4","6.2","3.9","3.0","1.9","4.5","1.6","5.3","1.9","11.2","4.1","17.8","6.3","42.1","6.5","190660","21429","219664","23178","(X)","(X)","29.4","(X)","(X)","(X)","3764","506","0.3","0.7","0.2","0.3","0.4","0.8","2.4","3.1","2.8","1.9","1.9","1.3","5.3","2.4","12.1","4.7","20.3","7.4","54.3","7.6","211875","28500","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8453","604","10.6","2.9","2.3","1.5","2.4","1.5","3.0","1.2","8.2","3.2","13.1","3.6","12.2","3.8","17.7","4.8","10.4","3.1","20.1","5.4","95155","16212","128768","15507","(X)","(X)","(X)","(X)","25.2","(X)",NA
"860Z200US60608","ZCTA5 60608","29081","1025","6.3","1.2","5.2","1.0","9.1","1.6","7.9","1.4","11.1","1.5","16.3","2.0","11.5","1.9","16.7","2.0","7.8","1.1","8.1","1.3","66821","3379","86485","3266","35.7","(X)","(X)","(X)","(X)","(X)","16231","839","3.9","1.2","3.2","1.3","7.8","1.7","9.5","2.0","12.9","2.1","14.5","2.5","11.6","2.8","15.9","2.7","10.6","2.0","10.1","1.6","71743","5416","96781","4481","(X)","(X)","40.8","(X)","(X)","(X)","10007","830","2.0","1.0","1.7","1.2","4.7","1.6","7.4","2.1","10.6","2.6","12.3","2.8","11.9","3.5","21.3","4.1","13.8","2.9","14.2","2.6","99138","9549","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12850","770","9.4","2.3","7.7","1.8","11.1","2.8","6.8","1.9","10.5","2.0","18.1","3.5","11.6","2.8","16.3","2.8","4.8","1.1","3.8","1.2","57155","7130","68491","3514","(X)","(X)","(X)","(X)","28.1","(X)",NA
